URN,LANAME,SCHNAME,OFSTEDRATING,STREET,LOCALITY,TOWN,ISPRIMARY,ISSECONDARY,ISPOST16,GENDER
102125,Haringey,Lea Valley Primary School,Good,Somerford Grove,,London,1,0,0,Mixed
102127,Haringey,Ferry Lane Primary School,Good,Jarrow Road,Ferry Lane Estate,London,1,0,0,Mixed
102128,Haringey,Rhodes Avenue Primary School,Outstanding,Rhodes Avenue,,London,1,0,0,Mixed
102129,Haringey,Crowland Primary School,Outstanding,Crowland Road,,London,1,0,0,Mixed
102130,Haringey,Weston Park Primary School,Outstanding,Denton Road,Hornsey,London,1,0,0,Mixed
102131,Haringey,The Willow Primary School,Outstanding,Adams Road,,London,1,0,0,Mixed
102132,Haringey,St Aidan's Voluntary Controlled Primary School,Outstanding,Albany Road,Stroud Green,London,1,0,0,Mixed
102135,Haringey,St Michael's CofE Voluntary Aided Primary School,Outstanding,North Road,Highgate,London,1,0,0,Mixed
102136,Haringey,St James Church of England Primary School,Good,Woodside Avenue,Muswell Hill,London,1,0,0,Mixed
102139,Haringey,St Mary's CofE Primary School,Good,Church Lane,Hornsey,London,1,0,0,Mixed
102142,Haringey,Our Lady of Muswell Catholic Primary School,Outstanding,Pages Lane,Muswell Hill,London,1,0,0,Mixed
102143,Haringey,St Francis de Sales RC Junior School,Good,Church Road,Tottenham,London,1,0,0,Mixed
102144,Haringey,St Ignatius RC Primary School,Good,St Ann's Road,Tottenham,London,1,0,0,Mixed
102146,Haringey,St Paul's Catholic Primary School,Good,Bradley Road,Wood Green,London,1,0,0,Mixed
102147,Haringey,St Mary's Priory RC Infant School,Good,Hermitage Road,Tottenham,London,1,0,0,Mixed
102148,Haringey,St Peter-in-Chains RC Infant School,Good,Elm Grove,,London,1,0,0,Mixed
102149,Haringey,St Francis de Sales RC Infant School,Good,Church Road,Tottenham,London,1,0,0,Mixed
102150,Haringey,St Martin of Porres Catholic Primary School,Good,Blake Road,New Southgate,London,1,0,0,Mixed
102151,Haringey,St Gildas' Catholic Junior School,Good,Oakington Way,,London,1,0,0,Mixed
102152,Haringey,St John Vianney RC Primary School,Outstanding,Stanley Road,Tottenham,London,1,0,0,Mixed
102153,Haringey,Hornsey School for Girls,Good,Inderwick Road,,London,0,1,0,Girls
102154,Haringey,Highgate Wood Secondary School,Good,Montenotte Road,,London,0,1,1,Mixed
102156,Haringey,Fortismere School,Good,Southwing,Tetherdown,London,0,1,1,Mixed
102157,Haringey,Gladesmore Community School,Outstanding,Crowland Road,Tottenham,London,0,1,0,Mixed
102169,Haringey,North London Rudolf Steiner School,Good,1-3 Campsbourne,Hornsey,London,1,0,0,Mixed
102171,Hackney,Beis Chinuch Lebonos Girls School,Requires improvement,Woodberry Down Centre,Woodberry Down,London,1,1,0,Girls
102175,Haringey,Blanche Nevile School,Good,Burlington Road,,London,1,1,0,Mixed
102176,Haringey,Vale School,Good,Trulock Road,,London,1,1,0,Mixed
102177,Haringey,The Brook Special Primary School,Outstanding,Adams Road,Tottenham,London,1,0,0,Mixed
102178,Haringey,Riverside School,Good,White Hart Lane,Wood Green,London,0,1,1,Mixed
102470,Hounslow,Belmont Primary School,Good,Belmont Road,Chiswick,London,1,0,0,Mixed
102472,Hounslow,Cavendish Primary School,Good,Edensor Road,Chiswick,London,1,0,0,Mixed
102485,Hounslow,Grove Park Primary School,Outstanding,Nightingale Close,Chiswick,London,1,0,0,Mixed
102503,Hounslow,Strand-on-the-Green Junior School,Good,Thames Road,Chiswick,London,1,0,0,Mixed
102504,Hounslow,Strand-on-the-Green Infant and Nursery School,Good,Thames Road,Chiswick,London,1,0,0,Mixed
102529,Hounslow,"St Mary's Catholic Primary School ,Chiswick",Good,Duke Road,Chiswick,London,1,0,0,Mixed
102547,Hounslow,Orchard House School,,Priory House,Priory Avenue,London,1,0,0,Mixed
102550,Hounslow,International School of London,Good,139 Gunnersbury Avenue,,London,1,1,1,Mixed
102551,Hounslow,ArtsEd Day School & Sixth Form,,Cone Ripman House,14 Bath Road,London,0,1,1,Mixed
102628,Merton,Dundonald Primary School,Good,Dundonald Road,,London,1,0,0,Mixed
102633,Merton,Hollymount School,Good,Cambridge Road,Raynes Park,London,1,0,0,Mixed
102634,Merton,Joseph Hood Primary School,Good,Whatley Avenue,Raynes Park,London,1,0,0,Mixed
102635,Merton,Links Primary School,Good,Frinton Road,,London,1,0,0,Mixed
102638,Merton,Merton Abbey Primary School,Good,High Path,Merton,London,1,0,0,Mixed
102639,Merton,Merton Park Primary School,Outstanding,Church Lane,Merton Park,London,1,0,0,Mixed
102642,Merton,Pelham Primary School,Good,Southey Road,Wimbledon,London,1,0,0,Mixed
102644,Merton,Poplar Primary School,Good,Poplar Road South,Merton Park,London,1,0,0,Mixed
102647,Merton,Singlegate Primary School,Outstanding,South Gardens,Colliers Wood,London,1,0,0,Mixed
102648,Merton,Wimbledon Park Primary School,Outstanding,Havana Road,,London,1,0,0,Mixed
102652,Merton,West Wimbledon Primary School,Good,Bodnant Gardens,West Barnes Lane,London,1,0,0,Mixed
102662,Merton,Wimbledon Chase Primary School,Good,Merton Hall Road,,London,1,0,0,Mixed
102663,Merton,All Saints' CofE Primary School,Good,3 - 19 Hanover Road,,London,1,0,0,Mixed
102664,Merton,St Matthew's CofE Primary School,Good,Cottenham Park Road,,London,1,0,0,Mixed
102665,Merton,Holy Trinity CofE Primary School,Outstanding,Effra Road,Wimbledon,London,1,0,0,Mixed
102670,Merton,St Mary's Catholic Primary School,Good,Russell Road,Wimbledon,London,1,0,0,Mixed
102671,Merton,St John Fisher RC Primary School,Good,Grand Drive,,London,1,0,0,Mixed
102672,Merton,The Priory CofE School,Good,Queens Road,Wimbledon,London,1,0,0,Mixed
102673,Merton,Ricards Lodge High School,Outstanding,Lake Road,Wimbledon,London,0,1,1,Girls
102674,Merton,Raynes Park High School,Good,Bushey Road,,London,0,1,1,Mixed
102679,Merton,Rutlish School,Outstanding,Watery Lane,Merton Park,London,0,1,1,Boys
102681,Merton,Wimbledon College,Good,Edge Hill,,London,0,1,1,Boys
102683,Merton,Ursuline High School Wimbledon,Good,Crescent Road,Wimbledon,London,0,1,1,Girls
102684,Merton,King's College School,,Southside,Wimbledon Common,London,1,1,1,Boys
102685,Merton,The Rowans School,,19 Drax Avenue,Wimbledon,London,1,0,0,Mixed
102686,Merton,Ursuline Preparatory School,,18 The Downs,Wimbledon,London,1,0,0,Mixed
102687,Merton,Donhead Preparatory School,,33 Edge Hill,Wimbledon,London,1,0,0,Mixed
102689,Merton,The Study Preparatory School,,Wilberforce House,Camp Road,London,1,0,0,Girls
102693,Merton,Norwegian School in London,Good,28 Arterberry Rd,Wimbledon,London,1,1,0,Mixed
102709,Newham,Altmore Infant School,Good,Altmore Avenue,East Ham,London,1,0,0,Mixed
102710,Newham,Avenue Primary School,Good,Meanley Road,Manor Park,London,1,0,0,Mixed
102711,Newham,Brampton Primary School,Outstanding,Brampton Road,East Ham,London,1,0,0,Mixed
102712,Newham,Carpenters Primary School,Good,Friendship Way,Stratford,London,1,0,0,Mixed
102716,Newham,Dersingham Primary School,Good,"Dersingham Avenue, Manor Park, London",Manor Park,London,1,0,0,Mixed
102721,Newham,Godwin Junior School,Good,Cranmer Road,Forest Gate,London,1,0,0,Mixed
102722,Newham,Woodgrange Infant School,Good,Sebert Road,,London,1,0,0,Mixed
102723,Newham,Grange Primary School,Good,Suffolk Road,Plaistow,London,1,0,0,Mixed
102725,Newham,Keir Hardie Primary School,Outstanding,13 Robertson Road,Canning Town,London,1,0,0,Mixed
102728,Newham,Lathom Junior School,Good,Lathom Road,East Ham,London,1,0,0,Mixed
102729,Newham,Stratford Manor Primary School & Nursery,Good,Richardson Road,,London,1,0,0,Mixed
102730,Newham,Maryland Primary School,Good,Gurney Road,,London,1,0,0,Mixed
102735,Newham,Odessa Infant School,Good,Wellington Road,,London,1,0,0,Mixed
102736,Newham,Park Primary School,Good,"Park Primary School, Mathews Park Avenue",,London,1,0,0,Mixed
102740,Newham,Roman Road Primary School,Good,Roman Road,,London,1,0,0,Mixed
102745,Newham,William Davies Primary School,Good,Stafford Road,,London,1,0,0,Mixed
102746,Newham,Star Primary School,Good,Star Lane,Canning Town,London,1,0,0,Mixed
102748,Newham,St Stephen's Primary School,Outstanding,Whitfield Road,,London,1,0,0,Mixed
102751,Newham,Winsor Primary School,Good,East Ham Manor Way,Beckton,London,1,0,0,Mixed
102752,Newham,Colegrave Primary School,Outstanding,Henniker Road,,London,1,0,0,Mixed
102758,Newham,Calverton Primary School,Requires improvement,King George Avenue,,London,1,0,0,Mixed
102759,Newham,Ellen Wilkinson Primary School,Good,Tollgate Road,Beckton,London,1,0,0,Mixed
102763,Newham,Essex Primary School,Outstanding,Sheridan Road,Manor Park,London,1,0,0,Mixed
102764,Newham,St James' CofE Junior School,Good,Tower Hamlets Road,Forest Gate,London,1,0,0,Mixed
102765,Newham,West Ham Church Primary School,Good,Portway,Stratford,London,1,0,0,Mixed
102766,Newham,St Luke's Primary School,Good,Ruscoe Road,,London,1,0,0,Mixed
102773,Newham,St Michael's Catholic Primary School,Good,Howard Road,East Ham,London,1,0,0,Mixed
102776,Newham,Little Ilford School,Good,Rectory Road,Manor Park,London,0,1,0,Mixed
102782,Newham,Plashet School,Good,Plashet Grove,East Ham,London,0,1,0,Girls
102786,Newham,St Angela's Ursuline School,Outstanding,St George's Road,Forest Gate,London,0,1,1,Girls
102787,Newham,St Bonaventure's RC School,Outstanding,Boleyn Road,Forest Gate,London,0,1,1,Boys
102789,Newham,Grangewood Independent School,,Chester Road,Forest Gate,London,1,0,0,Mixed
102823,Redbridge,Aldersbrook Primary School,Outstanding,Harpenden Road,Wanstead,London,1,0,0,Mixed
102832,Redbridge,Snaresbrook Primary School,Good,Meadow Walk,South Woodford,London,1,0,0,Mixed
102839,Redbridge,Nightingale Primary School,Good,Ashbourne Avenue,South Woodford,London,1,0,0,Mixed
102841,Redbridge,Wanstead Church School,Good,Church Path,Wanstead,London,1,0,0,Mixed
102851,Redbridge,Wanstead High School,Good,Redbridge Lane West,Wanstead,London,0,1,1,Mixed
102871,Redbridge,Snaresbrook Prep School,,75 Woodford Road,South Woodford,London,1,0,0,Mixed
102885,Richmond upon Thames,East Sheen Primary School,Outstanding,Upper Richmond Road West,East Sheen,London,1,0,0,Mixed
102892,Richmond upon Thames,Lowther Primary School,Good,Stillingfleet Road,Barnes,London,1,0,0,Mixed
102897,Richmond upon Thames,Sheen Mount Primary School,Good,West Temple,East Sheen,London,1,0,0,Mixed
102902,Richmond upon Thames,Barnes Primary School,Outstanding,Cross Street,Barnes,London,1,0,0,Mixed
102909,Richmond upon Thames,St Mary Magdalen's Catholic Primary School,Good,Worple Street,,London,1,0,0,Mixed
102919,Richmond upon Thames,St Osmund's Catholic Primary School,Good,Church Road,Barnes,London,1,0,0,Mixed
102937,Richmond upon Thames,Tower House School,,188 Sheen Lane,,London,1,1,0,Boys
102942,Richmond upon Thames,St Paul's School,,Lonsdale Road,Barnes,London,1,1,1,Boys
102947,Richmond upon Thames,The Royal Ballet School,,46 Floral Street,Covent Garden,London,0,1,1,Mixed
102948,Richmond upon Thames,The Swedish School,Outstanding,82 Lonsdale Road,,London,1,1,1,Mixed
102950,Richmond upon Thames,The Harrodian School,Good,Lonsdale Road,,London,1,1,1,Mixed
103032,Waltham Forest,Chase Lane Primary School,Good,York Road,Chingford,London,1,0,0,Mixed
103036,Waltham Forest,Whitehall Primary School,Good,90 Normanton Park,,London,1,0,0,Mixed
103044,Waltham Forest,Downsell Primary School,Good,Downsell Road,Leyton,London,1,0,0,Mixed
103048,Waltham Forest,Newport School,Outstanding,Newport Road,,London,1,0,0,Mixed
103052,Waltham Forest,Chapel End Infant School and Early Years Centre,Good,Beresford Road,,London,1,0,0,Mixed
103053,Waltham Forest,Edinburgh Primary School,Good,Queen's Road,Walthamstow,London,1,0,0,Mixed
103054,Waltham Forest,Greenleaf Primary School,Good,80 Greenleaf Road,Walthamstow,London,1,0,0,Mixed
103059,Waltham Forest,Handsworth Primary School,Good,Handsworth Avenue,Highams Park,London,1,0,0,Mixed
103060,Waltham Forest,Thorpe Hall Primary School,Good,123 Hale End Road,Walthamstow,London,1,0,0,Mixed
103061,Waltham Forest,The Winns Primary School,Good,Fleeming Road,Walthamstow,London,1,0,0,Mixed
103070,Waltham Forest,Henry Maynard Primary School,Good,101 Maynard Road,Walthamstow,London,1,0,0,Mixed
103072,Waltham Forest,South Grove Primary School,Outstanding,Ringwood Road,,London,1,0,0,Mixed
103073,Waltham Forest,Dawlish Primary School,Good,Jesse Road,,London,1,0,0,Mixed
103074,Waltham Forest,Gwyn Jones Primary School,Good,Hainault Road,,London,1,0,0,Mixed
103075,Waltham Forest,George Tomlinson Primary School,Good,Harrington Road,Leytonstone,London,1,0,0,Mixed
103077,Waltham Forest,Mission Grove Primary School,Good,Buxton Road,Walthamstow,London,1,0,0,Mixed
103078,Waltham Forest,Coppermill Primary School,Good,Edward Road,Walthamstow,London,1,0,0,Mixed
103079,Waltham Forest,Stoneydown Park School,Good,Pretoria Avenue,Walthamstow,London,1,0,0,Mixed
103080,Waltham Forest,Buxton School,Good,234 Cann Hall Road,Leytonstone,London,1,1,0,Mixed
103082,Waltham Forest,The Jenny Hammond Primary School,Good,Elsham Road,Leytonstone,London,1,0,0,Mixed
103084,Waltham Forest,Chingford CofE Primary School,Good,King's Road,,London,1,0,0,Mixed
103085,Waltham Forest,St Mary's Catholic Primary School,Good,Station Road,Chingford,London,1,0,0,Mixed
103086,Waltham Forest,St Joseph's Catholic Junior School,Good,150 Vicarage Road,Leyton,London,1,0,0,Mixed
103088,Waltham Forest,St Patrick's Catholic Primary School,Good,Longfield Avenue,,London,1,0,0,Mixed
103090,Waltham Forest,St Joseph's Catholic Infant School,Good,Marsh Lane,,London,1,0,0,Mixed
103094,Waltham Forest,Frederick Bremer School,Good,Siddeley Road,Walthamstow,London,0,1,0,Mixed
103097,Waltham Forest,Heathcote School & Science College,Good,Normanton Park,Chingford,London,0,1,1,Mixed
103100,Waltham Forest,Willowfield School,Good,209 Blackhorse Road,Walthamstow,London,0,1,0,Mixed
103101,Waltham Forest,Leytonstone School,Good,Colworth Road,Leytonstone,London,0,1,0,Mixed
103103,Waltham Forest,Walthamstow School for Girls,Outstanding,Church Hill,Walthamstow,London,0,1,0,Girls
103105,Waltham Forest,Kelmscott School,Good,245 Markhouse Road,Walthamstow,London,0,1,0,Mixed
103106,Waltham Forest,Holy Family Catholic School,Good,1 Shernhall Street,Walthamstow,London,0,1,1,Mixed
103110,Waltham Forest,Forest School,,College Place,Snaresbrook,London,1,1,1,Mixed
103111,Haringey,Hyland House School,Requires improvement,Holcombe Road,Tottenham,London,1,0,0,Mixed
103112,Waltham Forest,Normanhurst School,,68-74 Station Road,North Chingford,London,1,1,0,Mixed
103119,Barnet,St Mary's and St John's CofE School,Good,Bennett House,Sunningfields Road,London,1,1,1,Mixed
105135,Greenwich,St Paul's Academy,Requires improvement,Finchale Road,Abbey Wood,London,0,1,0,Mixed
121792,Hackney,Springfield Community Primary School,Outstanding,Castlewood Road,,London,1,0,0,Mixed
130239,Hammersmith and Fulham,Thomas's Fulham,,Hugon Road,,London,1,0,0,Mixed
130243,Islington,The Children's House School,,King Henry's Walk,Islington,London,1,0,0,Mixed
130302,Hackney,Rushmore Primary School,Good,Elderfield Road,Hackney,London,1,0,0,Mixed
130303,Hackney,Gayhurst Community School,Outstanding,Gayhurst Road,Hackney,London,1,0,0,Mixed
130342,Camden,Christopher Hatton Primary School,Outstanding,38 Laystall Street,,London,1,0,0,Mixed
130343,Waltham Forest,Ainslie Wood Primary School,Good,140 Ainslie Wood Road,Waltham Forest,London,1,0,0,Mixed
130352,Tower Hamlets,Arnhem Wharf Primary School,Good,1 Arnhem Place,Isle of Dogs,London,1,0,0,Mixed
130358,Haringey,Alexandra Primary School,Good,Western Road,,London,1,0,0,Mixed
130381,Newham,Sandringham Primary School,Outstanding,Sandringham Road,,London,1,0,0,Mixed
130398,Wandsworth,Thomas's Clapham,,Broomwood Road,Wandsworth,London,1,1,0,Mixed
130401,Camden,City Lit,Outstanding,Keeley Street,Covent Garden,London,0,0,1,Mixed
130403,Camden,WM College,Good,44 Crowndale Road,,London,0,0,1,Mixed
130404,Camden,The Mary Ward Centre (AE Centre),Good,42 - 43 Queen Square,Camden,London,0,0,1,Mixed
130408,Hammersmith and Fulham,"Ealing, Hammersmith and West London College",Requires improvement,Gliddon Road,Barons Court,London,0,0,1,Mixed
130411,Kensington and Chelsea,St Charles Catholic Sixth Form College,Good,74 St Charles Square,North Kensington,London,0,0,1,Mixed
130412,Lambeth,Morley College London,Good,61 Westminster Bridge Road,Waterloo,London,0,0,1,Mixed
130413,Lambeth,Lambeth College,Good,45 Clapham Common Southside,Clapham Common,London,0,0,1,Mixed
130414,Lambeth,The Marine Society College of the Sea,Good,200b Lambeth Road,,London,0,0,1,Mixed
130416,Lewisham,Christ The King Sixth Form College,Good,Belmont Grove,Lewisham,London,0,0,1,Mixed
130418,Tower Hamlets,New City College,,Poplar High Street,Poplar,London,0,1,1,Mixed
130419,Tower Hamlets,Workers' Educational Association,Good,4 Luke Street,,London,0,0,1,Mixed
130421,Camden,Capital City College,Good,211 Gray's Inn Road,,London,0,1,1,Mixed
130422,Wandsworth,St Francis Xavier Sixth Form College,Good,Malwood Road,,London,0,0,1,Mixed
130423,Westminster,United Colleges Group,Requires improvement,25 Paddington Green,,London,0,0,1,Mixed
130451,Newham,Newham College of Further Education,Good,East Ham Campus,High Street South,London,0,0,1,Mixed
130452,Newham,Newham Sixth Form College,Inadequate,Prince Regent Lane,Plaistow,London,0,0,1,Mixed
130456,Waltham Forest,Waltham Forest College,Outstanding,Forest Road,Walthamstow,London,0,0,1,Mixed
130457,Waltham Forest,Leyton Sixth Form College,Good,Essex Road,Leyton,London,0,0,1,Mixed
130458,Waltham Forest,Sir George Monoux College,Good,Chingford Road,Walthamstow,London,0,1,1,Mixed
130912,Westminster,Paddington Academy,Outstanding,50 Marylands Road,,London,0,1,1,Mixed
130918,Southwark,Bessemer Grange Primary School,Good,Dylways,,London,1,0,0,Mixed
130921,Greenwich,Middle Park Primary School,Good,Middle Park Avenue,Eltham,London,1,0,0,Mixed
130932,Hackney,William Patten Primary School,Outstanding,Stoke Newington Church St,,London,1,0,0,Mixed
130995,Newham,Central Park Primary School,Good,Central Park Road,,London,1,0,0,Mixed
130998,Barnet,Hasmonean Primary School,Good,8-10 Shirehall Lane,Hendon,London,1,0,0,Mixed
131023,Tower Hamlets,Stephen Hawking School,Outstanding,Brunton Place,,London,1,0,0,Mixed
131057,Waltham Forest,Barn Croft Primary School,Requires improvement,2 Brunel Road,Walthamstow,London,1,0,0,Mixed
131059,Brent,Brondesbury College London,,8 Brondesbury Park,,London,0,1,0,Boys
131062,Hackney,The Excelsior Academy,Good,Shacklewell Lane,Hackney,London,0,1,1,Mixed
131096,Haringey,Stroud Green Primary School,Good,Woodstock Road,,London,1,0,0,Mixed
131109,Greenwich,Discovery Primary School,Good,Battery Road,,London,1,0,0,Mixed
131121,Barnet,Talmud Torah Tiferes Shlomo,Requires improvement,Danescroft Avenue,London,London,1,1,0,Boys
131128,Barnet,Finchley and Acton Yochien School,Inadequate,6 Hendon Avenue,Finchley,London,1,0,0,Mixed
131141,Hackney,Hoxton Garden Primary,Good,Ivy Street,Hackney,London,1,0,0,Mixed
131144,Ealing,Grange Primary School,Good,Church Gardens,Ealing,London,1,0,0,Mixed
131165,Hammersmith and Fulham,The Fulham Prep School Ltd,,200 Greyhound Road,London,London,1,1,1,Mixed
131237,Southwark,Cavendish School,Good,Lady Gomm House,58 Hawkstone Road,London,0,1,0,Mixed
131246,Greenwich,James Wolfe Primary School and Centre for the Deaf,Good,Royal Hill,,London,1,0,0,Mixed
131247,Lambeth,Bonneville Primary School,Outstanding,Bonneville Gardens,,London,1,0,0,Mixed
131261,Barnet,Barnet Hill Academy,Requires improvement,10a Montagu Road,Hendon,London,1,0,0,Mixed
131262,Westminster,Westminster Academy,Good,The Naim Dangoor Centre,255 Harrow Road,London,0,1,1,Mixed
131268,Hammersmith and Fulham,St James Preparatory School,,Earsby Street,Olympia,London,1,0,0,Mixed
131288,Barnet,WENTWORTH COLLEGE,Good,6-10 Brentmead Place,,London,0,1,1,Mixed
131291,Camden,The Academy School,Outstanding,2 Pilgrims Place,Rosslyn Hill,London,1,1,0,Mixed
131310,Ealing,Elthorne Park High School,Outstanding,Westlea Road,Hanwell,London,0,1,1,Mixed
131325,Islington,Newington Green Primary School,Outstanding,Matthias Road,Newington Green,London,1,0,0,Mixed
131340,Lambeth,Hill Mead Primary School,Requires improvement,Moorland Road,,London,1,0,0,Mixed
131342,Hackney,Beis Trana Girls' School,Inadequate,186 Upper Clapton Road,,London,1,1,0,Girls
131343,Hackney,The Lyceum,,59-65 Worship Street,Shoreditch,London,1,0,0,Mixed
131362,Islington,St Paul's Steiner School,,1 St Paul's Road,Islington,London,1,1,0,Mixed
131388,Tower Hamlets,Jamiatul Ummah School,Good,56 Bigland Street,Shadwell,London,0,1,0,Boys
131403,Barnet,Tiferes High School,Requires improvement,The Community Centre,18 Raleigh Close,London,0,1,0,Girls
131407,Enfield,Oakthorpe Primary School,Good,Tile Kiln Lane,,London,1,0,0,Mixed
131418,Brent,St Mary's RC Primary School,Good,Canterbury Road,,London,1,0,0,Mixed
131478,Haringey,Earlham Primary School,Good,Earlham Grove,Wood Green,London,1,0,0,Mixed
131520,Wandsworth,"Sacred Heart Catholic Primary School, Battersea",Good,Este Road,,London,1,0,0,Mixed
131609,Hackney,The Bridge Academy,Good,Laburnum Street,Hackney,London,0,1,1,Mixed
131617,Barnet,Wessex Gardens Primary School,Requires improvement,Wessex Gardens,,London,1,0,0,Mixed
131657,Enfield,West Grove Primary,Good,218a Chase Road,Southgate,London,1,0,0,Mixed
131662,Wandsworth,Chelsea Hall School,,St Andrew's Church Hall,Waynflete Street,London,1,0,0,Mixed
131675,Hammersmith and Fulham,Burlington House School,,Bishops Avenue,Fulham,London,1,1,1,Mixed
131690,Islington,Arts and Media School Islington,Good,Turle Road,,London,0,1,0,Mixed
131697,Waltham Forest,Belmont Park School,Good,Leyton Green Road,Leyton,London,1,1,1,Mixed
131706,Hackney,Betty Layward Primary School,Good,Clissold Road,Hackney,London,1,0,0,Mixed
131731,Haringey,Bruce Grove Primary School,Good,Sperling Road,Tottenham,London,1,0,0,Mixed
131737,Tower Hamlets,Harry Gosling Primary School,Good,Fairclough Street,,London,1,0,0,Mixed
131740,Islington,Rotherfield Primary School,Good,Rotherfield Street,Islington,London,1,0,0,Mixed
131741,Islington,Pooles Park Primary School,Special Measures,Lennox Road,Finsbury Park,London,1,0,0,Mixed
131745,Tower Hamlets,Darul Hadis Latifiah,,1 Cornwall Avenue,,London,0,1,1,Boys
131747,Southwark,Harris Academy Bermondsey,Outstanding,55 Southwark Park Road,,London,0,1,1,Girls
131752,Hammersmith and Fulham,Ark Burlington Danes Academy,Good,Wood Lane,,London,0,1,1,Mixed
131755,Ealing,London Bunka Yochien,Good,307a Horn Lane,Acton,London,1,0,0,Mixed
131757,Haringey,Park View School,Good,252 West Green Road,Tottenham,London,0,1,0,Mixed
131773,Islington,Canonbury Primary School,Good,Canonbury Road,,London,1,0,0,Mixed
131778,Kensington and Chelsea,Tabernacle School,Good,32 St Ann's Villas,Holland Park,London,1,1,1,Mixed
131788,Ealing,Greek Primary School of London,Good,3 Pierrepoint Road,Acton,London,1,0,0,Mixed
131824,Lambeth,Hitherfield Primary School,Good,Leigham Vale,Streatham,London,1,0,0,Mixed
131841,Greenwich,Alexander McLeod Primary School,Good,Fuchsia Street,,London,1,0,0,Mixed
131842,Islington,Hugh Myddelton Primary School,Outstanding,Myddelton Street,,London,1,0,0,Mixed
131843,Southwark,Brunswick Park Primary School,Good,Picton Street,Camberwell,London,1,0,0,Mixed
131871,Haringey,Muswell Hill Primary School,Good,Muswell Hill,,London,1,0,0,Mixed
131874,Lambeth,Henry Fawcett Primary School,Good,Bowling Green Street,,London,1,0,0,Mixed
131879,Haringey,Risley Avenue Primary School,Good,The Roundway,Tottenham,London,1,0,0,Mixed
131916,Brent,Avigdor Hirsch Torah Temimah Primary School,Good,Parkside,Dollis Hill,London,1,0,0,Boys
131936,Tower Hamlets,St Mary and St Michael Primary School,Good,Sutton Street,Stepney,London,1,0,0,Mixed
131970,Barnet,The Orion Primary School,Outstanding,Grahame Park Way,,London,1,0,0,Mixed
131978,Camden,Maria Montessori School,Good,26 Lyndhurst Gardens,,London,1,1,0,Mixed
132058,Newham,Kingsford Community School,Good,Kingsford Way,Beckton,London,0,1,0,Mixed
132066,Greenwich,Greenwich Waldorf School,,90 Mycenae Road,Woodlands,London,1,1,1,Mixed
132137,Hackney,St John and St James CofE Primary School,Outstanding,Isabella Road,Hackney,London,1,0,0,Mixed
132203,Enfield,Highfield Primary School,Outstanding,Highfield Road,,London,1,0,0,Mixed
132237,Wandsworth,Thames Christian School,,12 Grant Road,,London,0,1,1,Mixed
132245,Camden,Kingsgate Primary School,Outstanding,Kingsgate Road,,London,1,0,0,Mixed
132253,Haringey,South Grove Primary School,Good,South Grove,Tottenham,London,1,0,0,Mixed
132256,Enfield,Highlands School,Outstanding,148 Worlds End Lane,,London,0,1,1,Mixed
132552,Fieldwork Overseas Establishments,Panaga School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132553,Fieldwork Overseas Establishments,Al Kafilah Damascus Shell School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132557,Fieldwork Overseas Establishments,Pdo Oman School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132573,Fieldwork Overseas Establishments,Ecole Yenzi,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132574,Fieldwork Overseas Establishments,Oman Lng LLC School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132575,Fieldwork Overseas Establishments,Rumukoroshe School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132590,Fieldwork Overseas Establishments,Ogunu School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132591,Fieldwork Overseas Establishments,OSA School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132593,Fieldwork Overseas Establishments,Piasau School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132639,Fieldwork Overseas Establishments,Tabangao School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132640,Fieldwork Overseas Establishments,Bonny Island School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132674,Fieldwork Overseas Establishments,The British School of Teheran,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132678,Fieldwork Overseas Establishments,Sakhalin International School,,C/O Fieldwork Education Limited,30 Skylines Village,London,1,0,0,Mixed
132711,Southwark,Harris Girls' Academy East Dulwich,Outstanding,Homestall Road,,London,0,1,1,Girls
132727,Waltham Forest,Walthamstow Academy,Good,Billet Road,Walthamstow,London,0,1,1,Mixed
132736,Hackney,"Tawhid Boys School, Tawhid Educational Trust",Good,Cazenove Road,London,London,0,1,0,Boys
132788,Kensington and Chelsea,The Lloyd Williamson School Foundation,,77 St. Charles Square,Ladbroke Grove,London,1,1,1,Mixed
132789,Newham,Sir John Heron Primary School,Good,School Road,Manor Park,London,1,0,0,Mixed
132791,Hackney,Rosemary Works School,,1 Branch Place,,London,1,0,0,Mixed
132797,Tower Hamlets,London Islamic School,Good,18-22 Damien Street,,London,0,1,0,Boys
